.,Creator Data,Kelas,Title,Alternative Title,URL Photo,Year,Country,Synopsis,Availability,Genres (Up to 5),Actor (Up to 9),Link Trailer,Award,Trailer(link YT)
120,Alvyn,3A,Howl's Moving Castle,Hauru no ugoku shiro,https://www.imdb.com/title/tt0347149/mediaviewer/rm1534369024/?ref_=ext_shr_lnk,2004,Japan,"With her country's peace constantly under threat, Sophie, a lively but unloved milliner, catches the attention of an unexpected defender. But as the wide-eyed damsel in distress crosses paths with handsome Howl, a talented young magician with excess emotional baggage, a fit of jealousy turns the hat maker's world upside down forever. Now, stained by the indelible mark of the wicked Witch of the Waste, Sophie must move mountains to break the pitiless spell, including facing her fears and the mysterious sorcerer. However, has anyone ever set foot in Howl's impenetrable home, a walking wonder powered by a fiery heart, and lived to tell the tale?",Netflix,"Anime, Fantasy, Adventure, Super-natural, Drama, Romance","Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, ",Howl's Moving Castle - Official Trailer | IMDb,"2006 Annie Awards for Outstanding Achievement in an Animated Feature, 2006 Academy Awards for Best Animated Feature, 2005 Mainichi Film Awards for Best Animation Film",Howl's Moving Castle - Official Trailer
121,Fikri,3A,Prey,,https://www.imdb.com/title/tt11866324/mediaviewer/rm4094888705/?ref_=ext_shr_lnk ,2022,United States,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",Netflix,"Monster Horror, Space Sci-Fi, Horror, Sci-Fi, Thriller","Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Klip, Michelle Thrush",Prey 2022,,
122,Fikri,3A,The Predator,,https://www.imdb.com/title/tt3829266/mediaviewer/rm3117827584/?ref_=ext_shr_lnk,2018,United States,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",Netflix,"Monster Horror, Space Sci-Fi, Horror, Sci-Fi, Thriller","Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key, Olivia Munn, Thomas Jane, Alfie Allen, dan Sterling K. Brown",The Predator,,
123,Fikri,3A,Alien: Romulus,,https://www.imdb.com/title/tt18412256/mediaviewer/rm3993072385/?ref_=ext_shr_lnk,2024,United States,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",Netflix,"Monster Horror, Space Sci-Fi, Horror, Sci-Fi, Thriller","Cailee Spaeny, David Jonsson, Archie Renaux, Isabela Merced, Spike Fearn, Aileen Wu, Rosie Ede",Alien: Romulus,,
124,Fikri,3A,Alien vs Predator: Requiem,,https://www.imdb.com/title/tt0758730/mediaviewer/rm3172046848/?ref_=ext_shr_lnk,2007,United States,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",Netflix,"Monster Horror, Space Sci-Fi, Horror, Sci-Fi, Thriller","Reiko Aylesworth, Steven Pasquale, Shareeka Epps",AVP: Requiem,,
125,Fikri,3A,Alien vs Predator,,https://www.imdb.com/title/tt0370263/mediaviewer/rm3021379584/?ref_=ext_shr_lnk,2004,United States,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",Netflix,"Monster Horror, Space Sci-Fi, Horror, Sci-Fi, Thriller","Sanaa Lathan, Lance Henriksen, Raoul Bova",AVP 2004,,
126,Fahrizal,3A,THE EQUALIZER,,,2014,,,,,,,,
127,Fahrizal,3A,THE EQUALIZER 2,,,2018,,,,,,,,
128,Fahrizal,3A,THE EQUALIZER 3,,,,,,,,,,,
129,Fahrizal,3A,,,,,,,,,,,,
130,Fahrizal,3A,TRAIN TO BUSAN,,,,,,,,,,,
131,Dafaa,3A,The Shining,,https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX627_.jpg,1980,,,,,,,,
132,Dafaa,3A,I Want to Eat Your Pancreas,Kimi no suizô o tabetai,,,,,,,,,,
133,Dafaa,3A,Hereditary,,,2018,,,,,,,,
134,Dafaa,3A,Perfume: The Story of a Murderer,,,,,,,,,,,
135,Dafaa,3A,Boys Over Flowers,Kkotboda namja,,,,,,,,,,
136,Fanez,3A,Kingsman: The Secret Service,,https://a.ltrbxd.com/resized/film-poster/1/4/8/2/0/0/148200-kingsman-the-secret-service-0-1000-0-1500-crop.jpg?v=cd49b739cf,2014,England,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency’s ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Netflix, Amazon US","Adventure, Action, Comedy","Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson, Sofia Boutella, Michael Caine, Mark Hamill",https://www.youtube.com/watch?v=m4NCribDx4U&pp=ygUba2luZ3NtYW4gdGhlIHNlY3JldCBzZXJ2aWNl,2015 Winner Empire Award: Best British Film,https://www.youtube.com/watch?v=m4NCribDx4U&pp=ygUba2luZ3NtYW4gdGhlIHNlY3JldCBzZXJ2aWNl
137,Fanez,3A,Kingsman: The Golden Circle,,https://a.ltrbxd.com/resized/sm/upload/3h/o6/gc/iy/yOGf8Or1k78Y6OLdYmTTSGHW1dP-0-1000-0-1500-crop.jpg?v=9a2da8212b,2017,England,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.","Netflix, Amazon US","Adventure, Action, Comedy, Thriller","Colin Firth, Julianne Moore, Taron Egerton, Mark Strong, Halle Berry, Pedro Pascal, Channing Tatum, Jeff Bridges",https://www.youtube.com/watch?v=6Nxc-3WpMbg&pp=ygUaa2luZ3NtYW4gdGhlIGdvbGRlbiBjaXJjbGU%3D,2018 Winner Empire Award: Best Thriler,https://www.youtube.com/watch?v=6Nxc-3WpMbg&pp=ygUaa2luZ3NtYW4gdGhlIGdvbGRlbiBjaXJjbGU%3D
138,Fanez,3A,Behind Her Eyes,,https://posters.movieposterdb.com/22_06/2021/9698442/l_9698442_818a3641.jpg,2021,England,"It follows Louise, a single mum with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",Netflix,"Drama, Mystery, Thriller","Simona Brown, Eve Hewson, Tom Bateman",https://www.youtube.com/watch?v=c4LtoWQaLxk&pp=ygUXYmVoaW5kIGhlciBleWVzIHRyYWlsZXI%3D,2021 Winner ReFrame Stamp IMDbPro Top 200 Most Popular TV Titles 2020-2021,https://www.youtube.com/watch?v=c4LtoWQaLxk&pp=ygUXYmVoaW5kIGhlciBleWVzIHRyYWlsZXI%3D
139,Fanez,3A,Baby Driver,,https://a.ltrbxd.com/resized/film-poster/2/6/8/9/5/0/268950-baby-driver-0-1000-0-1500-crop.jpg?v=61304ddfc8,2017,England,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Apple TV, Amazon","Crime, Action","
Ansel Elgort, Kevin Spacey, Lily James, Jon Hamm, Jamie Foxx",https://www.youtube.com/watch?v=zTvJJnoWIPk,2018 Nominee Saturn Award: Best Action/Adventure Film,https://www.youtube.com/watch?v=zTvJJnoWIPk
140,Fanez,3A,Back to the Future,,https://a.ltrbxd.com/resized/film-poster/5/1/9/4/5/51945-back-to-the-future-0-1000-0-1500-crop.jpg?v=6662417358,1985,United States,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents’ first meeting and attracting his mother’s romantic interest. Marty must repair the damage to history by rekindling his parents’ romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Amazon Prime,"Comedy, Sci-Fi, Adventure","Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells, Thomas F. Wilson",https://www.youtube.com/watch?v=qb7Fd0l_BRo,"1986 Winner Oscar: Best Effects, Sound Effects Editing",https://www.youtube.com/watch?v=qb7Fd0l_BRo
141,Daffa,3B,Ae Dil Hai Mushkil,-,https://posters.movieposterdb.com/21_11/2016/4559006/l_4559006_2672b3c1.jpg,2016,India,"Ayan goes on a quest for true love when Alizeh does not reciprocate his feelings. On his journey, he meets different people who make him realize the power of unrequited love.","Netflix, Amazon Prime, Apple TV","Romance, Musical","Ranbir Kapoor, Anushka Sharma, Aishwarya Rai Bachchan, Fawad Khan, Alia Bhatt",https://www.youtube.com/watch?v=Z_PODraXg4E,International Indian Film Academy Awards : Best Cinematography,https://www.youtube.com/watch?v=Z_PODraXg4E
142,Daffa,3B,Kal Ho Naa Ho,-,https://posters.movieposterdb.com/12_05/2003/347304/s_347304_e7f7919b.jpg,2003,India,"Naina's neighbor, Aman, introduces her to optimism, and makes her fall in love. But tragedy stopped him from moving forward. In fact, he encouraged his friend Rohit to seduce her.","Netflix, Amazon Prime, Apple TV","Romance, Musical, Comedy","Jaya Bachchan, Shah Rukh Khan, Saif Ali Khan, Preity Zinta",https://www.youtube.com/watch?v=tVMAQAsjsOU,International Indian Film Academy Awards : Best Director,https://www.youtube.com/watch?v=tVMAQAsjsOU
143,Daffa,3B,Kabhi Khushi Kabhie Gham,-,https://posters.movieposterdb.com/10_08/2001/248126/s_248126_0a404d08.jpg,2001,India,"Rahul is sad because his father disapproves of his relationship with the poor Anjali, but still marries her and moves to London. 10 years later, Rahul's younger brother wants to reconcile his father and brother.","Netflix, Amazon Prime, Apple TV","Drama, Musical, Family","Shah Rukh Khan, Hrithik Roshan, Kareena Kapoor, Kajol, Amitabh Bachchan ",https://www.youtube.com/watch?v=7uY1JbWZKPA,International Indian Film Academy Awards : Best Dialogue,https://www.youtube.com/watch?v=7uY1JbWZKPA
144,Daffa,3B,Jab Tak Hai Jaan,-,https://posters.movieposterdb.com/12_09/2012/2176013/s_2176013_f513dba4.jpg,2012,India,"Samar Anand is forced to leave his girlfriend, Khushi (Katrina Kaif). From London, he returns to Kashmir leaving his past behind, and meets Akira, a cheerful woman who works for a television program about wildlife. Will Samar still hope for Khushi or choose to start a new life with Akira?","Amazon Prime, Apple TV","Romance, Drama","Shah Rukh Khan, Katrina Kaif, Anushka Sharma",https://www.youtube.com/watch?v=v0UXgoJ9Shg,Filmfare Awards : Best Supporting Actress,https://www.youtube.com/watch?v=v0UXgoJ9Shg
145,Daffa,3B,Bajrangi Bhaijaan,-,https://posters.movieposterdb.com/15_09/2015/3863552/s_3863552_b160f1f4.jpg,2015,India,"Pavan, a devotee of Hanuman, faces various challenges when he tries to reunite Munni with her family after Munni goes missing while traveling back home with her mother.","Disney +, Bstation","Advanture, Drama, Family","Salman Khan, Kareena Kapoor, Harshaali Malhotra",https://www.youtube.com/watch?v=4nwAra0mz_Q,International Indian Film Academy Awards : Best Film,https://www.youtube.com/watch?v=4nwAra0mz_Q
146,Azhar,3A,Transformers: Revenge of the Fallen,-,https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_.jpg,2009,United States,"A youth chooses manhood. The week Sam Witwicky starts college, the Decepticons make trouble in Shanghai. A presidential envoy believes it's because the Autobots are around; he wants them gone. He's wrong: the Decepticons need access to Sam's mind to see some glyphs imprinted there that will lead them to a fragile object that, when inserted in an alien machine hidden in Egypt for centuries, will give them the power to blow out the sun. Sam, his girlfriend Mikaela Banes, and Sam's parents are in danger. Optimus Prime and Bumblebee are Sam's principal protectors. If one of them goes down, what becomes of Sam?",Netflix,"Action, Adventure, Sci-Fi","Shia LaBeouf, Megan Fox, Tyrese Gibson, Josh Duhamel, John Turturro, Ramon Rodriguez, Kevin Dunn, Julie White",https://www.imdb.com/video/vi2982019609/?playlistId=tt1055369&ref_=ext_shr_lnk,"2010 Winner BMI Film Music Award : Film Music
Steve Jablonsky",https://youtu.be/fnXzKwUgDhg?si=OQS8kGFiwTr7QiNx
147,Azhar,3A,Transformers: Dark of the Moon,-,https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_FMjpg_UY478_.jpg,2011,United States,"Autobots Bumblebee, Ratchet, Ironhide, Mirage (aka Dino), Wheeljack (aka Que) and Sideswipe led by Optimus Prime, are back in action taking on the evil Decepticons, who are eager to avenge their recent defeat. The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets, and once again Sam Witwicky has to go to the aid of his robot friends. The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth.",Netflix,"Action, Adventure, Sci-Fi","Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel, John Turturro, Patrick Dempsey",https://www.imdb.com/video/vi543989017/?playlistId=tt1399103&ref_=ext_shr_lnk,2011 Winner Hollywood Film Award: Visual Effects of the Year,https://youtu.be/97wCoDn0RrA?si=e5YzLTIFpIwrYnYe
148,Azhar,3A,Transformers: Age of Extinction,-,https://m.media-amazon.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_FMjpg_UY749_.jpg,2014,United States,"After the battle between the Autobots and Decepticons that leveled Chicago, humanity thinks that all alien robots are a threat. So Harold Attinger, a CIA agent, establishes a unit whose sole purpose is to hunt down all of them. But it turns out that they are aided by another alien robot who is searching for Optimus Prime. Cade Yeager, a ""robotics expert"", buys an old truck and upon examining it, he thinks it's a Transformer. When he powers it up, he discovers it's Optimus Prime. Later, men from the unit show up looking for Optimus. He helps Yeager and his daughter Tessa escape but are pursued by the hunter. They escape and Yeager learns from technology he took from the men that a technology magnate and defense contractor named Joshua Joyce is part of what's going on, so they go to find out what's going on.",Netflix,"Action, Adventure, Sci-Fi","Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci, Kelsey Grammer, Titus Wellver",https://www.imdb.com/video/vi3138759961/?playlistId=tt2109248&ref_=ext_shr_lnk,2014 Winner Hollywood Film Award: Visual Effects of the Year,https://youtu.be/T9bQCAWahLk?si=8FrmWIM7-aw4mbPX
149,Azhar,3A,Transformers: The Last Knight,-,https://m.media-amazon.com/images/M/MV5BYWNlNjU3ZTItYTY3Mi00YTU1LTk4NjQtYjQ3MjFiNjcyODliXkEyXkFqcGc@._V1_.jpg,2017,United States,"Having left Earth, Optimus Prime finds his dead home planet, Cybertron, and discovers that he was in fact responsible for its destruction. Optimus learns that he can bring Cybertron back to life, but in order to do so, he will need an artifact that is hidden on Earth.",Netflix,"Action, Adventure, Sci-Fi","Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Santiago Cabrera, Isabela Merced",https://www.imdb.com/video/vi4102142233/?playlistId=tt3371366&ref_=ext_shr_lnk,2017 Winner Teen Choice Award : Choice: Fight (Bumblebee vs. Nemesis Prime) ,https://youtu.be/6Vtf0MszgP8?si=jChC9qfWPfCUXZIv
150,Azhar,3A,Transformers: Rise of the Beasts,-,https://m.media-amazon.com/images/M/MV5BZTVkZWY5MmItYjY3OS00OWY3LTg2NWEtOWE1NmQ4NGMwZGNlXkEyXkFqcGc@._V1_FMjpg_UY711_.jpg,2023,United States,"Returning to the action and spectacle that has captivated moviegoers around the world, Transformers: Rise of the Beasts will take audiences on a global '90s adventure with the Autobots and introduce a new faction of Transformers - the Maximals - to join them as allies in the war. the ongoing battle on earth. Directed by Steven Caple Jr. and starring Anthony Ramos and Dominique Fishback",Netflix,"Action, Adventure, Sci-Fi","Anthony Ramos, Dominique Fishback, Luna Lauren Velez, Dean Scott Vazquez, Tobe Nwigwe, Sarah Stiles",https://www.imdb.com/video/vi4232692761/?playlistId=tt5090568&ref_=ext_shr_lnk,NAACP Image Award for Outstanding Original Score for TV/Film,https://youtu.be/itnqEauWQZM?si=7JF9i9hFZ3PDlpPw
151,Mutiara,3A,Spider-Man : Homecoming,,https://www.imdb.com/title/tt2250912/mediaviewer/rm3554683648/?ref_=ext_shr_lnk,2017,United States,Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,Netflix,"Superhero, Action, Adventure, Sci-Fi, Comedy, Fantasy","Tom Holland, Robert Downey Jr., Jon Favreau, Zendaya, Jacob Batalon, Tony Revolori, Marisa Tomei, Gwyneth Paltrow, Laura Harrier",https://youtu.be/rk-dF1lIbIg?si=AyYI2nZrJdrBQDIm,2018 Nominee Saturn Award : Best Comic-to-Film Motion Picture,
